Timeline Report

Created,"Created: 18/02/2026 at 18:19:55"
Run On,"Point Lane"
Utility,"Electricity"
From,"04/12/2025"
To,"04/12/2025"
Timezone,"(UTC+00:00) Dublin, Edinburgh, Lisbon, London + DST"

Period,Electricity Consumption,
Thu 04/12/2025 00:30,"4.44",
Thu 04/12/2025 01:00,"4.44",
Thu 04/12/2025 01:30,"4.32",
Thu 04/12/2025 02:00,"4.08",
Thu 04/12/2025 02:30,"4.32",
Thu 04/12/2025 03:00,"4.08",
Thu 04/12/2025 03:30,"4.44",
Thu 04/12/2025 04:00,"4.32",
Thu 04/12/2025 04:30,"4.08",
Thu 04/12/2025 05:00,"4.08",
Thu 04/12/2025 05:30,"4.56",
Thu 04/12/2025 06:00,"4.32",
Thu 04/12/2025 06:30,"3.6",
Thu 04/12/2025 07:00,"4.44",
Thu 04/12/2025 07:30,"4.44",
Thu 04/12/2025 08:00,"3.72",
Thu 04/12/2025 08:30,"4.2",
Thu 04/12/2025 09:00,"4.56",
Thu 04/12/2025 09:30,"3.96",
Thu 04/12/2025 10:00,"3.96",
Thu 04/12/2025 10:30,"3.6",
Thu 04/12/2025 11:00,"3.48",
Thu 04/12/2025 11:30,"3.6",
Thu 04/12/2025 12:00,"3.6",
Thu 04/12/2025 12:30,"4.44",
Thu 04/12/2025 13:00,"3.6",
Thu 04/12/2025 13:30,"4.44",
Thu 04/12/2025 14:00,"3.48",
Thu 04/12/2025 14:30,"4.32",
Thu 04/12/2025 15:00,"3.48",
Thu 04/12/2025 15:30,"4.32",
Thu 04/12/2025 16:00,"3.96",
Thu 04/12/2025 16:30,"3.72",
Thu 04/12/2025 17:00,"4.32",
Thu 04/12/2025 17:30,"4.44",
Thu 04/12/2025 18:00,"3.72",
Thu 04/12/2025 18:30,"4.32",
Thu 04/12/2025 19:00,"4.44",
Thu 04/12/2025 19:30,"4.44",
Thu 04/12/2025 20:00,"3.96",
Thu 04/12/2025 20:30,"4.2",
Thu 04/12/2025 21:00,"4.56",
Thu 04/12/2025 21:30,"4.56",
Thu 04/12/2025 22:00,"3.96",
Thu 04/12/2025 22:30,"3.96",
Thu 04/12/2025 23:00,"4.32",
Thu 04/12/2025 23:30,"4.44",
Fri 05/12/2025 00:00,"3.48",
